Query	Document	Answer	Context_Relevance_Label
How should the chess clock be handled according to Article 6?	"If a player makes a move with one hand and presses the clock with the other, it is not considered as an illegal move, but it is penalized according to article 12.9.
- 6.2.4 The players must handle the chessclock properly. It is forbidden to press it forcibly, to pick it up, to press the clock before moving or to knock it over. Improper clock handling shall be penalised in accordance with Article 12.9.
Where a player presses the clock without making a move, as mentioned in article 6.2.4, it is considered as an illegal move and it is penalized according to article 7.5.3.
- 6.2.5 Only the player whose clock is running is allowed to adjust the pieces.
- 6.2.6 If a player is unable to use the clock, an assistant, who must be acceptable to the arbiter, may be provided by the player to perform this operation. His/Her clock shall be adjusted by the arbiter in an equitable way. This adjustment of the clock shall not apply to the clock of a player with a disability.
It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:"	"If a player makes a move with one hand and presses the clock with the other, it is not considered as an illegal move, but it is penalized according to article 12.9.
- 6.2.4 The players must handle the chessclock properly. It is forbidden to press it forcibly, to pick it up, to press the clock before moving or to knock it over. Improper clock handling shall be penalised in accordance with Article 12.9.
Where a player presses the clock without making a move, as mentioned in article 6.2.4, it is considered as an illegal move and it is penalized according to article 7.5.3.
- 6.2.5 Only the player whose clock is running is allowed to adjust the pieces.
- 6.2.6 If a player is unable to use the clock, an assistant, who must be acceptable to the arbiter, may be provided by the player to perform this operation. His/Her clock shall be adjusted by the arbiter in an equitable way. This adjustment of the clock shall not apply to the clock of a player with a disability.
It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:"	1
What happens when a flag falls on the chess clock?	"INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase.
There are two types of delay, Bronstein and Simple (or US). With delay a player can never increase their time beyond the amount they had at the start of a move. If the clock is pressed before all of the bonus time has been used, the remaining bonus time is lost. Both delay methods have the same overall effect.
BRONSTEIN DELAY: the clock will add the delay only after the move has been completed. The delay added will be the maximum only if the player used more that time, otherwise, the exact amount of used thinking time will be added.
SIMPLE DELAY: with this mode the main time only starts after the delay countdown expires."	"INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase.
There are two types of delay, Bronstein and Simple (or US). With delay a player can never increase their time beyond the amount they had at the start of a move. If the clock is pressed before all of the bonus time has been used, the remaining bonus time is lost. Both delay methods have the same overall effect.
BRONSTEIN DELAY: the clock will add the delay only after the move has been completed. The delay added will be the maximum only if the player used more that time, otherwise, the exact amount of used thinking time will be added.
SIMPLE DELAY: with this mode the main time only starts after the delay countdown expires."	1
When must a player record the moves during a game?	"## 1.6 Colour Difference (CD)
- 1.6.1 A team is said to have (had) a colour (White or Black) in a match if the match was actually played and the player on the first board was scheduled to play with that colour.
- 1.6.2 The colour difference of a team is the number of matches where the team had White minus the number of matches where the team had Black.

## 1.7 Colour Preference
Type A colour preferences are used unless the rules of the team competition specify that either Type B colour preferences shall be used or colour preferences are not to be used at all.

## 1.7.1 Type A colour preferences
- 1) A team has a simple (Type A) colour preference for White if its CD is less than -1, or, being its CD 0 or -1, the team had Black in the last two played matches.
- 2) A team has a simple (Type A) colour preference for Black if its CD is more than +1, or, being its CD 0 or +1, the team had White in the last two played matches.
- 3) In all other situations, the team has no (Type A) colour preference."		0
When can a player claim a draw by the 50-move rule?	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"	"- 9.2.2 has just appeared, and the player claiming the draw has the move.
- 9.2.3 Positions are considered the same if and only if the same player has the move, pieces of the same kind and colour occupy the same squares and the possible moves of all the pieces of both players are the same. Thus positions are not the same if:
- 9.2.3.1 at the start of the sequence a pawn could have been captured en passant
- 9.2.3.2 a king had castling rights with a rook that has not been moved, but forfeited these after moving. The castling rights are lost only after the king or rook is moved.
Only the player whose move it is, and whose clock is running, is allowed to claim a draw in this way. If the procedure of a draw claim is correct, but the player forgets or doesn't know that he/she shall write his/her intended move, it is advisable that instead of rejecting the claim, the arbiter says 'Make your claim legal', if the player asks how he/she can make his/her claim legal, the arbiter can, according to article 11.2, explains conditions of a correct claim.
The correctness of a claim must be checked in the presence of both players. It is also advisable to replay the game and not to decide by only using the score sheets. If electronic boards are used it is possible to check it on the computer.
- 9.3 The game is drawn, upon a correct claim by a player having the move, if:
- 9.3.1 he/she indicates his/her move, which cannot be changed, by writing it on the paper scoresheet or entering it on the electronic scoresheet and declares to the arbiter his/her intention to make this move which will result in the last 50 moves by each player having been made without the movement of any pawn and without any capture, or"	1
What is the default time for arriving late to a game?	"## 6.6 At the time determined for the start of the game White's clock is started.
In matches and smaller tournaments, where there are enough arbiters to do so, the clocks may be started by the arbiters.
In general, in tournaments with many players the arbiter announces the start of the round and states that White's clock is started. The arbiter then goes round the room checking that White's clock has been started on all boards.
Where the move-counter is used to add time after the first time control (at least 30 moves), it is desirable for arbiters to start all White's clocks.
In large tournaments where the move-counter is used, the Chief Arbiter should decide whether the length of time needed to start all of the clocks justifies this being done by the arbiters rather than by the player. If the players start the clock, when the arbiters go around checking that the clocks have been started, they must also make sure that the clock correctly indicates which player is white."	"## 6.6 At the time determined for the start of the game White's clock is started.
In matches and smaller tournaments, where there are enough arbiters to do so, the clocks may be started by the arbiters.
In general, in tournaments with many players the arbiter announces the start of the round and states that White's clock is started. The arbiter then goes round the room checking that White's clock has been started on all boards.
Where the move-counter is used to add time after the first time control (at least 30 moves), it is desirable for arbiters to start all White's clocks.
In large tournaments where the move-counter is used, the Chief Arbiter should decide whether the length of time needed to start all of the clocks justifies this being done by the arbiters rather than by the player. If the players start the clock, when the arbiters go around checking that the clocks have been started, they must also make sure that the clock correctly indicates which player is white."	1
When must a player record the moves during a game?	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	"## Article 8: The Recording of the Moves
- 8.1 How the moves shall be recorded:
- 8.1.1 In the course of play each player is required to record his/her own moves and those of his/her opponent in the correct manner, move after move, as clearly and legibly as possible, in one of the following ways:
- 8.1.1.1 by writing in the algebraic notation (Appendix C), on the paper 'scoresheet' prescribed for the competition.
- 8.1.1.2 by entering moves on the FIDE certified 'electronic scoresheet' prescribed for the competition.
- 8.1.2 It is forbidden to record the moves in advance, unless the player is claiming a draw according to Article 9.2, or 9.3 or adjourning a game according to Guidelines I.1.1
Notice that it is normally forbidden to record the move before playing it. Only in the case of a draw claim (Article 9.2. and 9.3) and adjourning is it allowed to do so.
Even if an opponent has only one legal move, this must not be recorded by the player in advance
- 8.1.3 A player may reply to his/her opponent's move before recording it, if he/she so wishes. He/She must record his/her previous move before making another.
- 8.1.4 The scoresheet shall be used only for recording the moves, the times of the clocks, offers of a draw, matters relating to a claim and other relevant data.
- 8.1.5 Both players must record the offer of a draw on the scoresheet with a symbol (=)."	1
How should an arbiter handle a quickplay finish situation?	"## Guidelines III. Games without increment including Quickplay Finishes
- III.1 A 'quickplay finish' is the phase of a game when all the remaining moves must be completed in a finite time.
Example 1: According to the tournament regulations of an event, the time control is 2 hours for 30 moves and then 1 hour for the end of the game. The last 1 hour will be played according to the rules of the Quickplay finish.
Example 2: According to the tournament regulations of an event, the time control is 2 hours for the whole game. It means that the whole game will be played according to the rules of the Quickplay finish.
- III.2.1 The Guidelines below concerning the final period of the game including Quickplay Finishes, shall only be used at an event if their use has been announced beforehand.
- III.2.2 These Guidelines shall apply only to standard chess and rapid chess games without increment and not to blitz games.
- III.3.1 If both flags have fallen and it is impossible to establish which flag fell first then:
- III.3.1.1 the game shall continue if this occurs in any period of the game except the last period.
- III.3.1.2 the game is drawn if this occurs in the period of a game in which all remaining moves must be completed.
- III.4 If the player having the move has less than two minutes left on his/her clock, he/she may request that an increment extra five seconds be introduced for both players. This constitutes the offer of a draw. If the offer refused, and the arbiter agrees to the request, the clocks shall then be set with the extra time; the opponent shall be awarded two extra minutes and the game shall continue."	"## Guidelines III. Games without increment including Quickplay Finishes
- III.1 A 'quickplay finish' is the phase of a game when all the remaining moves must be completed in a finite time.
Example 1: According to the tournament regulations of an event, the time control is 2 hours for 30 moves and then 1 hour for the end of the game. The last 1 hour will be played according to the rules of the Quickplay finish.
Example 2: According to the tournament regulations of an event, the time control is 2 hours for the whole game. It means that the whole game will be played according to the rules of the Quickplay finish.
- III.2.1 The Guidelines below concerning the final period of the game including Quickplay Finishes, shall only be used at an event if their use has been announced beforehand.
- III.2.2 These Guidelines shall apply only to standard chess and rapid chess games without increment and not to blitz games.
- III.3.1 If both flags have fallen and it is impossible to establish which flag fell first then:
- III.3.1.1 the game shall continue if this occurs in any period of the game except the last period.
- III.3.1.2 the game is drawn if this occurs in the period of a game in which all remaining moves must be completed.
- III.4 If the player having the move has less than two minutes left on his/her clock, he/she may request that an increment extra five seconds be introduced for both players. This constitutes the offer of a draw. If the offer refused, and the arbiter agrees to the request, the clocks shall then be set with the extra time; the opponent shall be awarded two extra minutes and the game shall continue."	1
What behavior is forbidden for players according to Article 11?	"## 11.3.3 The arbiter may require the player to allow his/her clothes, bags, other items or body to be inspected, in private. The arbiter or person authorised by the arbiter shall inspect the player, and shall be of the same gender as the player. If a player refuses to cooperate with these obligations, the arbiter shall take measures in accordance with Article 12.9.
The regulations about electronic devices are now very strict. No mobile phone is allowed in the playing venue and it makes no difference if it is switched on or off. If a mobile phone (even switched off) is found with a player, his/her game is immediately lost and the opponent shall win. The result shall be 1-0 or 0-1. It doesn't matter if, when the mobile phone is found, the opponent cannot checkmate the offending player by any series of legal moves: he/she wins the game. The opponent may have cheated earlier.
It is different if the game has not yet started. Suppose the following situation occurs: There is no zero-tolerance. Player A is in the playing hall at the start of the round. His/Her opponent, Player B is absent. Immediately after player A made his/her first move his/her mobile rings. The arbiter declares the game lost for Player A. Some minutes later, but still on time, Player B arrives. The score is '-/+', it is not a 'played' game and it cannot be rated."	"## 11.3.3 The arbiter may require the player to allow his/her clothes, bags, other items or body to be inspected, in private. The arbiter or person authorised by the arbiter shall inspect the player, and shall be of the same gender as the player. If a player refuses to cooperate with these obligations, the arbiter shall take measures in accordance with Article 12.9.
The regulations about electronic devices are now very strict. No mobile phone is allowed in the playing venue and it makes no difference if it is switched on or off. If a mobile phone (even switched off) is found with a player, his/her game is immediately lost and the opponent shall win. The result shall be 1-0 or 0-1. It doesn't matter if, when the mobile phone is found, the opponent cannot checkmate the offending player by any series of legal moves: he/she wins the game. The opponent may have cheated earlier.
It is different if the game has not yet started. Suppose the following situation occurs: There is no zero-tolerance. Player A is in the playing hall at the start of the round. His/Her opponent, Player B is absent. Immediately after player A made his/her first move his/her mobile rings. The arbiter declares the game lost for Player A. Some minutes later, but still on time, Player B arrives. The score is '-/+', it is not a 'played' game and it cannot be rated."	1
What happens when a flag falls on the chess clock?	obtaining the FPO Title: ● Seminar + Exam- After passing the exam, the FPO Candidate can be appointed to I.1.9.1 Category Aor I.1.9.2.1 Category B tournaments, remotely assisted and supervised by an FPO. ● 4 Norms (working on events supervised by an FPO + Olympiad); ● The FPO Candidate must be at least 18 years old; ● FIDE FPO Norms Report needs to besigned by the CA and the supervising FPO; ● FPO Title Application Form. The Fair Play Supervisor fee is		0
What is the definition of stalemate?	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	"- 5.2.2 The game is drawn when a position has arisen in which neither player can checkmate the opponent's king with any series of legal moves. The game is said to end in a 'dead position'. This immediately ends the game, provided that the move producing the position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.2.3 The game is drawn upon agreement between the two players during the game, provided both players have made at least one move. This immediately ends the game.
This rule is applicable, only if Article 9.1.1 (not to agree to a draw before a specified number of moves by each player) is not in effect.
The best way to conclude a game is to write down the result on the score sheet (if there is any, see Article 8) and for both players to sign it. This then forms a legal document, but even then, things can go wrong."	1
