Query	Document	Answer
What is the penalty for making an illegal move in a standard game?	"' Time 2 ' write the black colour player's time (in minutes) In the column ' + ' write the sum of 'Time 1' + 'Time 2'
In the column ' move ' the number of the last move that has been played last on this board
In the column ' dif. ' write the difference of column '+' minus 'move'
The 'dif.' values should be equal to: (initial time) minus (time passed until the time of check). In our example is: 90 + 90 - 30 = 150. If we find a different value of ± 2 we have to check thoroughly:
- -if players have missed pressing the clock for some moves
- -if clocks settings are correct
- -if there is a clock malfunction."
How should an arbiter handle a mobile phone ringing during a game?	"## Article 11: The Conduct of the Players
- 11.1 The players shall take no action that will bring the game of chess into disrepute.
This is an Article which can be used for many infringements that are not specifically mentioned in the articles of the Laws of Chess.
- 11.2 Playing venue and playing area:
- 11.2.1 The 'playing venue' is defined as the 'playing area', rest rooms, toilets, refreshment area, area set aside for smoking and other places as designated by the arbiter.
- 11.2.2 The playing area is defined as the place where the games of a competition are played.
- 11.2.3 Only with the permission of the arbiter can:
- 11.2.3.1 a player leave the playing venue,
- 11.2.3.2 the player having the move be allowed to leave the playing area.
- 11.2.3.3 a person who is neither a player nor arbiter be allowed access to the playing area.
If possible, spectators should not enter the playing area. It is advisable to have all other rooms (smoking areas, toilets, refreshment areas, and so on) always under the control of the Arbiters or assistants."	"## Article 11: The Conduct of the Players
- 11.1 The players shall take no action that will bring the game of chess into disrepute.
This is an Article which can be used for many infringements that are not specifically mentioned in the articles of the Laws of Chess.
- 11.2 Playing venue and playing area:
- 11.2.1 The 'playing venue' is defined as the 'playing area', rest rooms, toilets, refreshment area, area set aside for smoking and other places as designated by the arbiter.
- 11.2.2 The playing area is defined as the place where the games of a competition are played.
- 11.2.3 Only with the permission of the arbiter can:
- 11.2.3.1 a player leave the playing venue,
- 11.2.3.2 the player having the move be allowed to leave the playing area.
- 11.2.3.3 a person who is neither a player nor arbiter be allowed access to the playing area.
If possible, spectators should not enter the playing area. It is advisable to have all other rooms (smoking areas, toilets, refreshment areas, and so on) always under the control of the Arbiters or assistants."
When can an arbiter intervene during a game without a claim from a player?	"## 12.2 The arbiter shall:
- 12.2.1 ensure fair play,
- 12.2.2 act in the best interest of the competition,
- 12.2.3 ensure that a good playing environment is maintained,
- 12.2.4 ensure that the players are not disturbed,
- 12.2.5 supervise the progress of the competition,
- 12.2.6 take special measures in the interests of disabled players and those who need medical attention,
- 12.2.7 follow the Fair play Rules or Guidelines
The Arbiter must take care to avoid any kind of cheating by the players.
- 12.3 The arbiter shall observe the games, especially when the players are short of time, enforce decisions he/she has made, and impose penalties on players where appropriate.
- 12.4 The arbiter may appoint assistants to observe games, for example when several players are short of time.
- 12.5 The arbiter may award either or both players additional time in the event of external disturbance of the game.
- 12.6 The arbiter must not intervene in a game except in cases described by the Laws of Chess. He/She shall not indicate the number of moves completed, except in applying Article 8.5 when at least one flag has fallen. The arbiter shall refrain from informing a player that his/her opponent has completed a move or that the player has not pressed his/her clock.
- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue."	"## 12.2 The arbiter shall:
- 12.2.1 ensure fair play,
- 12.2.2 act in the best interest of the competition,
- 12.2.3 ensure that a good playing environment is maintained,
- 12.2.4 ensure that the players are not disturbed,
- 12.2.5 supervise the progress of the competition,
- 12.2.6 take special measures in the interests of disabled players and those who need medical attention,
- 12.2.7 follow the Fair play Rules or Guidelines
The Arbiter must take care to avoid any kind of cheating by the players.
- 12.3 The arbiter shall observe the games, especially when the players are short of time, enforce decisions he/she has made, and impose penalties on players where appropriate.
- 12.4 The arbiter may appoint assistants to observe games, for example when several players are short of time.
- 12.5 The arbiter may award either or both players additional time in the event of external disturbance of the game.
- 12.6 The arbiter must not intervene in a game except in cases described by the Laws of Chess. He/She shall not indicate the number of moves completed, except in applying Article 8.5 when at least one flag has fallen. The arbiter shall refrain from informing a player that his/her opponent has completed a move or that the player has not pressed his/her clock.
- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue."
How does the knight move according to FIDE Laws?	"3.1.5 The following additional options listed below may be activated and used by the player:
1. Smart move: the player may enter a move by selecting a single square when the chosen move is the only move possible.
2. Pre-move: the player enters a move before the opponent has moved. The move is automatically executed on the virtual board as an immediate response to the opponent's move unless the move is illegal.In most playing zones, if the pre-move is illegal, it will not be played automatically, so there is no penalty.
3. Auto promotion to queen: the player may set up the playing zone to force the promotion to a queen without being offered a choice of the promoted piece.
The arbiter in their introductory remarks, may wish to highlight which of these features are or are not available to the players but is not obliged to do so. If a player is unaware of any such options available, it is their own responsibility.
4. Move confirmation: the player may set up the playing zone to request the player confirm the move before the move is submitted to the playing zone.
2. 3.1.6 All moves and clock times after each move are automatically recorded by the playing zone and visible to both players.
Online chess allows players to record moves and have their clock automatically pressed after they made their move on a virtual chess board &amp; eboard.
- 3.1.7 If a player is unable to move the pieces, an assistant, who shall be acceptable to the arbiter, may be provided by the player to perform this operation.
- 3.2 When eBoards are used:
- 3.2.1 Moves are made on the eBoard in the same way as on a regular chess board."
What is Bronstein time delay?	"It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:
- 6.3.1 When using a chessclock, each player must complete a minimum number of moves or all moves in an allotted period of time including any additional amount of time added with each move. All these must be specified in advance.
A game may have more than one period. The requirements of the subsequent total number of moves and the additional amount of time with each move for each period must be specified in advance. These parameters should not change during a tournament. A play-off may have different time controls.
- 6.3.2 The time saved by a player during one period is added to his/her time available for the next period, where applicable. In the time-delay mode both players receive an allotted 'main thinking time'. Each player also receives a 'fixed extra time' with every move. The countdown of the main thinking time only commences after the fixed extra time has expired. Provided the player presses his/her clock before the expiration of the fixed extra time, the main thinking time does not change, irrespective of the proportion of the fixed extra time used.
In the Laws of Chess Increment and Delay are treated in the same way. For example, when calculating the length of the playing session both are multiplied by 60 to find the total time.
INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase."	"It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:
- 6.3.1 When using a chessclock, each player must complete a minimum number of moves or all moves in an allotted period of time including any additional amount of time added with each move. All these must be specified in advance.
A game may have more than one period. The requirements of the subsequent total number of moves and the additional amount of time with each move for each period must be specified in advance. These parameters should not change during a tournament. A play-off may have different time controls.
- 6.3.2 The time saved by a player during one period is added to his/her time available for the next period, where applicable. In the time-delay mode both players receive an allotted 'main thinking time'. Each player also receives a 'fixed extra time' with every move. The countdown of the main thinking time only commences after the fixed extra time has expired. Provided the player presses his/her clock before the expiration of the fixed extra time, the main thinking time does not change, irrespective of the proportion of the fixed extra time used.
In the Laws of Chess Increment and Delay are treated in the same way. For example, when calculating the length of the playing session both are multiplied by 60 to find the total time.
INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase."
What are the conditions for checkmate?	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."	"## Article 5: The Completion of the Game
- 5.1.1 The game is won by the player who has checkmated his/her opponent's king. This immediately ends the game, provided that the move producing the checkmate position was in accordance with Article 3 and Articles 4.2 - 4.7.
- 5.1.2 The game is lost by the player who declares he/she resigns (this immediately ends the game), unless the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves. In this case the result of the game is a draw.
A player may resign in a number of different ways:
- -pausing the clock
- -announcing his/her resignation
- -knocking over his/her king
- -reaching out his/her hand to the opponent
- -signing the score sheets, and so on.
All of these possibilities are capable of being misinterpreted. Therefore, the situation has to be clarified.
At the end of a game the arbiter should ensure that both scoresheets show the same result. A player who does not wish to continue a game and leaves without resigning - or notifying the arbiter - is being discourteous. He/She may be penalized, at the discretion of the Chief Arbiter, for poor sportsmanship.
- 5.2.1 The game is drawn when the player to move has no legal move and his/her king is not in check. The game is said to end in 'stalemate'. This immediately ends the game, provided that the move producing the stalemate position was in accordance with Article 3 and Articles 4.2 - 4.7."
What are the exact conditions for a valid en passant capture?	"The number of arbiters required in a competition varies, depending on the kind of event (Individual, Team), on the system of the games (Round Robin, Swiss System, Knock Out, Matches), on the number of participants and on the importance of the event.
Normally one Chief Arbiter, one Deputy Chief Arbiter and a number of arbiters (approximately one for every 20 to 25 players) are appointed for a competition. In special cases (e.g. tiebreak games with adequate supervision), Assistant arbiters may be appointed.
Also, the following requirements can be considered as very important for the arbiters in a competition:
1. To behave in a proper manner with the players, captains and spectators and to be respectful and dignified. Arbiters shall take care to manage any dispute during the games and take care of the good image of the tournament.
2. To observe as many games as possible during every round of the competition. Arbiters have to take care of the games that they are responsible for, to observe and to check the games' progress (especially when there is time trouble). It is not acceptable for the arbiters to leave the playing area every 10 or 15 minutes to smoke or vape, nor for any conversations with friends, spectators, officials, or other persons, nor to leave their sector unattended in order to go and watch other games in another part of the playing hall. It is not acceptable for the arbiters to stay"
What is the penalty for making an illegal move in a standard game?	"For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?
In this case Player A had not deliberately started Player B's clock.
Where an opponent's clock may have been started in error the arbiter must decide if this action constitutes an illegal move or a distraction.
- 7.5.4 If a player uses two hands to make a single move (for example in case of castling, capturing or promotion) and pressed the clock, it shall be considered and penalised as if an illegal move.
It is not applicable if the game was ended before the clock was pressed.
- 7.5.5 After the action taken under Article 7.5.1, 7.5.2, 7.5.3 or 7.5.4 for the first completed illegal move by a player, the arbiter shall give two minutes extra time to his/her opponent; for the second completed illegal move by the same player the arbiter shall declare the game lost by this player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
The arbiter's have to follow the uniformity in reducing the increment (in general 30 seconds) for the player who completed the illegal move by pressing the clock and adding two minutes for his opponent.
In Rapid and Blitz also the increment obtained by pressing the clock has to be reduced accordingly."	"For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?
In this case Player A had not deliberately started Player B's clock.
Where an opponent's clock may have been started in error the arbiter must decide if this action constitutes an illegal move or a distraction.
- 7.5.4 If a player uses two hands to make a single move (for example in case of castling, capturing or promotion) and pressed the clock, it shall be considered and penalised as if an illegal move.
It is not applicable if the game was ended before the clock was pressed.
- 7.5.5 After the action taken under Article 7.5.1, 7.5.2, 7.5.3 or 7.5.4 for the first completed illegal move by a player, the arbiter shall give two minutes extra time to his/her opponent; for the second completed illegal move by the same player the arbiter shall declare the game lost by this player. However, the game is drawn if the position is such that the opponent cannot checkmate the player's king by any possible series of legal moves.
The arbiter's have to follow the uniformity in reducing the increment (in general 30 seconds) for the player who completed the illegal move by pressing the clock and adding two minutes for his opponent.
In Rapid and Blitz also the increment obtained by pressing the clock has to be reduced accordingly."
What happens if the initial position was incorrect?	"## Article 7: Irregularities
- 7.1 If an irregularity occurs and the pieces have to be restored to a previous position, the arbiter shall use his/her best judgement to determine the times to be shown on the chessclock. This includes the right not to change the clock times. He/She shall also, if necessary, adjust the clock's move-counter.
- 7.2.1 If during a game it is found that the initial position of the pieces was incorrect, the game shall be cancelled and a new game shall be played.
The error must be discovered before the end of the game otherwise the result will stand. If an electronic board shows this error or stops recording the moves, the operator should inform the arbiter. It is the arbiter's duty to check if such a situation has been caused by an irregularity in play.
- 7.2.2 If during a game it is found that the chessboard has been placed contrary to Article 2.1, the game shall continue but the position reached must be transferred to a correctly placed chessboard.
- 7.3 If a game has started with colours reversed then, if less than 10 moves have been made by both players, it shall be discontinued and a new game played with the correct colours. After 10 moves or more, the game shall continue.
After Black has made move 10 the game shall continue, otherwise, a new game shall be played with the correct colours. It doesn't matter what the current position on the chessboard is and how many pieces or pawns have been captured.
If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:"	"## Article 7: Irregularities
- 7.1 If an irregularity occurs and the pieces have to be restored to a previous position, the arbiter shall use his/her best judgement to determine the times to be shown on the chessclock. This includes the right not to change the clock times. He/She shall also, if necessary, adjust the clock's move-counter.
- 7.2.1 If during a game it is found that the initial position of the pieces was incorrect, the game shall be cancelled and a new game shall be played.
The error must be discovered before the end of the game otherwise the result will stand. If an electronic board shows this error or stops recording the moves, the operator should inform the arbiter. It is the arbiter's duty to check if such a situation has been caused by an irregularity in play.
- 7.2.2 If during a game it is found that the chessboard has been placed contrary to Article 2.1, the game shall continue but the position reached must be transferred to a correctly placed chessboard.
- 7.3 If a game has started with colours reversed then, if less than 10 moves have been made by both players, it shall be discontinued and a new game played with the correct colours. After 10 moves or more, the game shall continue.
After Black has made move 10 the game shall continue, otherwise, a new game shall be played with the correct colours. It doesn't matter what the current position on the chessboard is and how many pieces or pawns have been captured.
If a game with reversed colours has ended by normal means (for example checkmate, resignation or draw by agreement), in less than ten (10) moves by both players, then the result stands.
- 7.4 Displaced pieces:"
How is the pawn promotion completed correctly?	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."	"- 3.7.3.4 The player's choice is not restricted to pieces that have been captured previously.
- 3.7.3.5 This exchange of a pawn for another piece is called promotion, and the effect of the new piece is immediate.
<!-- image -->
In case of a promotion when the player cannot find the required piece, he/she has the right to pause the clock immediately and ask the Arbiter to bring him the piece he/she wants. The arbiter should provide the requested piece and restart the clock. The player then continues to consider his/her move. He/She is not obliged to promote to the requested piece."
When does the 75-move rule apply for automatic draw?	"## 2.2.2 Inactivity
Lecturers who had not given any FIDE approved Seminar for four (4) consecutive years are called 'inactive'.
Lecturers are expected to have a minimum activity as arbiters in FIDE-rated events. This should be at least one event per year.
Lecturers who are marked inactive as arbiters will also be marked inactive as Lecturers. Inactive Lecturers will be excluded from the list of lecturers, by a decision of the Arbiters' Commission.

## 2.2.3 Renewal
Those at the end of their period of accreditation shall be eligible for reselection.
The FIDE Arbiters' Commission shall confirm the renewal.
Accredited Lecturers who reach the last 6 months of their accreditation and whose accreditation may not be renewed for any reason (inactivity or other) shall be informed by the FIDE Arbiters' Commission. They shall confirm their wish to keep their accreditation and define an action plan together with the commission to reconsider the renewal. Otherwise, the accreditation stops at the end of the 4 years of inactivity.

## 3. FIDE Lecturer Training Programme
The FIDE Lecturer Training Programme (LTP) is the system designed by the FIDE Arbiters' Commission to support the certification of future FIDE lecturers and the continuous improvement of accredited lecturers."
What are the main duties of the arbiter according to Article 12?	"## 12.2 The arbiter shall:
- 12.2.1 ensure fair play,
- 12.2.2 act in the best interest of the competition,
- 12.2.3 ensure that a good playing environment is maintained,
- 12.2.4 ensure that the players are not disturbed,
- 12.2.5 supervise the progress of the competition,
- 12.2.6 take special measures in the interests of disabled players and those who need medical attention,
- 12.2.7 follow the Fair play Rules or Guidelines
The Arbiter must take care to avoid any kind of cheating by the players.
- 12.3 The arbiter shall observe the games, especially when the players are short of time, enforce decisions he/she has made, and impose penalties on players where appropriate.
- 12.4 The arbiter may appoint assistants to observe games, for example when several players are short of time.
- 12.5 The arbiter may award either or both players additional time in the event of external disturbance of the game.
- 12.6 The arbiter must not intervene in a game except in cases described by the Laws of Chess. He/She shall not indicate the number of moves completed, except in applying Article 8.5 when at least one flag has fallen. The arbiter shall refrain from informing a player that his/her opponent has completed a move or that the player has not pressed his/her clock.
- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue."	"## 12.2 The arbiter shall:
- 12.2.1 ensure fair play,
- 12.2.2 act in the best interest of the competition,
- 12.2.3 ensure that a good playing environment is maintained,
- 12.2.4 ensure that the players are not disturbed,
- 12.2.5 supervise the progress of the competition,
- 12.2.6 take special measures in the interests of disabled players and those who need medical attention,
- 12.2.7 follow the Fair play Rules or Guidelines
The Arbiter must take care to avoid any kind of cheating by the players.
- 12.3 The arbiter shall observe the games, especially when the players are short of time, enforce decisions he/she has made, and impose penalties on players where appropriate.
- 12.4 The arbiter may appoint assistants to observe games, for example when several players are short of time.
- 12.5 The arbiter may award either or both players additional time in the event of external disturbance of the game.
- 12.6 The arbiter must not intervene in a game except in cases described by the Laws of Chess. He/She shall not indicate the number of moves completed, except in applying Article 8.5 when at least one flag has fallen. The arbiter shall refrain from informing a player that his/her opponent has completed a move or that the player has not pressed his/her clock.
- 12.7 If someone observes an irregularity, he/she may inform only the arbiter. Players in other games must not to speak about or otherwise interfere in a game. Spectators are not allowed to interfere in a game. The arbiter may expel offenders from the playing venue."
What is the procedure when an illegal move is discovered several moves later?	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"	"It is very important that the irregularity must be discovered during the game. After the players have signed the scoresheets or it is clear in another way that the game is over, corrections are not possible. The result stands.
When the irregularity is discovered during the game the game, the game restarts from the restored position. The 'touch move' rule applies so the piece to be played should be, if possible, the one first touched, either the piece illegally moved or the piece captured.
If the irregularity was caused by a check being missed the touched piece should be used to block the check or capture the checking piece, if possible.
A move cannot be declared illegal until the player has completed his/her move by pressing his/her clock. So, the player can correct his/her move without being penalized, even if he/she had already released the piece on the board, provided he/she hasn't pressed the clock. Of course, he/she must comply with the relevant parts of article 4.
If an arbiter observes an illegal move he/she must always intervene immediately. He/She should not wait for a claim to be submitted by a player.
- 7.5.2 If the player has moved a pawn to the furthest distant rank, pressed the clock, but not replaced the pawn with a new piece, the move is illegal. The pawn shall be replaced by a queen of the same colour as the pawn.
- 7.5.3 If the player presses the clock without making a move, it shall be considered and penalised as if an illegal move.
If a player restarts the opponent's clock instead of pausing it an arbiter may regard this as an accident and punish it less severely.
For example: Player B makes an illegal move. Player A, instead of pausing the clock, restarts the opponent's clock. Is this an infringement of Article 7.5.3?"
What are the rules for castling in FIDE Laws?	"## 3.8 There are two different ways of moving the king: 3.8.1 by moving to an adjoining square
<!-- image -->
3.8.2 by 'castling'. This is a move of the king and either rook of the same colour along the player's first rank, counting as a single move of the king and executed as follows: the king is transferred from its original square two squares towards the rook on its original square, then that rook is transferred to the square the king has just crossed.
<!-- image -->
Before white kingside castling Before black queenside castling
Before white queenside castling Before black kingside castling
<!-- image -->
After white kingside castling
<!-- image -->
After black queenside castling
After white queenside castling After black kingside castling
<!-- image -->
- 3.8.2.1 The right to castle has been lost:
- 3.8.2.1.1 If the king has already moved, or
- 3.8.2.1.2 With a rook that has already moved.
- 3.8.2.2 Castling is prevented temporarily:
- 3.8.2.2.1 if the square on which the king stands, or the square which it must cross, or the square which it is to occupy, is attacked by one or more of the opponent's pieces, or
- 3.8.2.2.2 if there is any piece between the king and the rook with which castling is to be effected.
- 3.9 The king in check:"	"## 3.8 There are two different ways of moving the king: 3.8.1 by moving to an adjoining square
<!-- image -->
3.8.2 by 'castling'. This is a move of the king and either rook of the same colour along the player's first rank, counting as a single move of the king and executed as follows: the king is transferred from its original square two squares towards the rook on its original square, then that rook is transferred to the square the king has just crossed.
<!-- image -->
Before white kingside castling Before black queenside castling
Before white queenside castling Before black kingside castling
<!-- image -->
After white kingside castling
<!-- image -->
After black queenside castling
After white queenside castling After black kingside castling
<!-- image -->
- 3.8.2.1 The right to castle has been lost:
- 3.8.2.1.1 If the king has already moved, or
- 3.8.2.1.2 With a rook that has already moved.
- 3.8.2.2 Castling is prevented temporarily:
- 3.8.2.2.1 if the square on which the king stands, or the square which it must cross, or the square which it is to occupy, is attacked by one or more of the opponent's pieces, or
- 3.8.2.2.2 if there is any piece between the king and the rook with which castling is to be effected.
- 3.9 The king in check:"
What happens when a pawn reaches the eighth rank?	"| 91⁄2 | 2425-2458 | 2275-2308 | 2225-2258 | 2075-2108 |
| 9 | 2459-2489 | 2309-2339 | 2259-2289 | 2109-2139 |
| 81⁄2 | 2490-2512 | 2340-2362 | 2290-2312 | 2140-2162 |
| 8 | 2513-2542 | 2363-2392 | 2313-2342 | 2163-2192 |
| 71⁄2 | 2543-2570 | 2393-2420 | 2343-2370 | 2193-2220 |
| 7 | 2571-2599 | 2421-2449 | 2371-2399 | 2221-2249 |
| 61⁄2 | 2600-2628 | 2450-2478 | 2400-2428 | 2250-2278 |
| 6 | 2629-2656 | 2479-2506 | 2429-2456 | 2279-2306 |"
What are the requirements for chess clock settings?	"## 6.10 Chessclock setting:
This means that a simple flag fall might not lead the arbiter to declare the game lost for the player whose flag has fallen. The Arbiter has to check the final position on the chessboard and only if the opponent can checkmate the player's king by any possible series of legal moves, can he/she declare the game won by the opponent. Where there are forced moves that lead to a checkmate or to a stalemate by the player, then the result of the game is declared as a draw. The table below shows a few situations with the corresponding results:
- 6.10.1 Every indication given by the chessclock is considered to be conclusive in the absence of any evident defect. A chessclock with an evident defect shall be replaced by the arbiter, who shall use his/her best judgement when determining the times to be shown on the replacement chessclock.
It is desirable to check the clocks during the round, for instance every 30 minutes, and to record the times and the number of moves made, by using a time-control sheet (see at the end of the Manual), even though the games are broadcast.
This can be particularly valuable when an increment is used.
If a chess-clock must be replaced, it must be done as soon as possible and it is essential to mark it as defective and to separate it from the clocks that work correctly.
- 6.10.2 If during a game it is found that the setting of either or both clocks is incorrect, either player or the arbiter shall pause the chessclock immediately. The arbiter shall install the correct setting and adjust the times and move-counter, if necessary he/she shall use his/her best judgement when determining the clock settings.
It is essential to write down the times shown on the two clocks and the number of moves made before making any adjustment."	"## 6.10 Chessclock setting:
This means that a simple flag fall might not lead the arbiter to declare the game lost for the player whose flag has fallen. The Arbiter has to check the final position on the chessboard and only if the opponent can checkmate the player's king by any possible series of legal moves, can he/she declare the game won by the opponent. Where there are forced moves that lead to a checkmate or to a stalemate by the player, then the result of the game is declared as a draw. The table below shows a few situations with the corresponding results:
- 6.10.1 Every indication given by the chessclock is considered to be conclusive in the absence of any evident defect. A chessclock with an evident defect shall be replaced by the arbiter, who shall use his/her best judgement when determining the times to be shown on the replacement chessclock.
It is desirable to check the clocks during the round, for instance every 30 minutes, and to record the times and the number of moves made, by using a time-control sheet (see at the end of the Manual), even though the games are broadcast.
This can be particularly valuable when an increment is used.
If a chess-clock must be replaced, it must be done as soon as possible and it is essential to mark it as defective and to separate it from the clocks that work correctly.
- 6.10.2 If during a game it is found that the setting of either or both clocks is incorrect, either player or the arbiter shall pause the chessclock immediately. The arbiter shall install the correct setting and adjust the times and move-counter, if necessary he/she shall use his/her best judgement when determining the clock settings.
It is essential to write down the times shown on the two clocks and the number of moves made before making any adjustment."
What is Fischer time control?	"It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:
- 6.3.1 When using a chessclock, each player must complete a minimum number of moves or all moves in an allotted period of time including any additional amount of time added with each move. All these must be specified in advance.
A game may have more than one period. The requirements of the subsequent total number of moves and the additional amount of time with each move for each period must be specified in advance. These parameters should not change during a tournament. A play-off may have different time controls.
- 6.3.2 The time saved by a player during one period is added to his/her time available for the next period, where applicable. In the time-delay mode both players receive an allotted 'main thinking time'. Each player also receives a 'fixed extra time' with every move. The countdown of the main thinking time only commences after the fixed extra time has expired. Provided the player presses his/her clock before the expiration of the fixed extra time, the main thinking time does not change, irrespective of the proportion of the fixed extra time used.
In the Laws of Chess Increment and Delay are treated in the same way. For example, when calculating the length of the playing session both are multiplied by 60 to find the total time.
INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase."	"It is clear that the player himself has to provide an assistant. He/She has to introduce this assistant to the arbiter, in advance and not just before the start of the round. It is usual that 10 minutes are deducted from the time of the player who needs an assistant. No deduction should be made in the case of a disabled player.
- 6.3 Allotted time:
- 6.3.1 When using a chessclock, each player must complete a minimum number of moves or all moves in an allotted period of time including any additional amount of time added with each move. All these must be specified in advance.
A game may have more than one period. The requirements of the subsequent total number of moves and the additional amount of time with each move for each period must be specified in advance. These parameters should not change during a tournament. A play-off may have different time controls.
- 6.3.2 The time saved by a player during one period is added to his/her time available for the next period, where applicable. In the time-delay mode both players receive an allotted 'main thinking time'. Each player also receives a 'fixed extra time' with every move. The countdown of the main thinking time only commences after the fixed extra time has expired. Provided the player presses his/her clock before the expiration of the fixed extra time, the main thinking time does not change, irrespective of the proportion of the fixed extra time used.
In the Laws of Chess Increment and Delay are treated in the same way. For example, when calculating the length of the playing session both are multiplied by 60 to find the total time.
INCREMENT: a specified amount of time added to the players main (thinking) time with each move played. The first increment is added at the start of the game. Often called Fischer Bonus and shown on some clocks as FISCH. If a player moves quickly their time can increase."
