Query	Document	Answer
On a joué 12 coups avec les mauvaises couleurs, on recommence la partie ?	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."	"## Article 7 Irrégularités  
- 7.1. Si une irrégularité apparaît et que les pièces doivent être replacées dans une position antérieure, l'arbitre f ait preuve du plus grand discernement pour déterminer les temps à afficher sur la pendule d'échecs . Ceci inclut le droit de ne pas changer les temps affichés. Il/Elle ajuste aussi, si nécessaire, le compteur de coups de la pendule.
- 7.2.1. Si au cours d'une partie, on constate que la position initiale des pièces était incorrecte, la partie est annulée et une nouvelle partie est jouée.  
La position incorrecte doit être constatée pendant la partie, sinon le résultat restera en l'état. Si une partie est disputée sur un échiquier électronique qui montre cette erreur ou cesse d'enregistrer les coups , les responsables de retransmission peuvent alors signaler le problème à l'arbitre. Il est du devoir de l'arbitre de vérifier si cette situation a été causée par une irrégularité dans le jeu.  
- 7.2.2. Si au cours d'une partie, on constate que l'échiquier a été placé en contradiction avec l'article 2.1, la partie continue, mais la position atteinte doit être transférée sur un échiquier correctement disposé.
- 7.3. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie continue.  
Après que les noirs aient joué leur 10ème coup la partie devra continuer, dans le cas contraire une nouvelle partie sera jouée avec les bonnes couleurs. Peu importe la position atteinte sur l'échiquier ni combien de pièces ou de pions ont été capturés."
Comment fonctionne le temps différé Bronstein ?	Tableau eliminatoire 4 joueurs: 1/4 finale, 1/2 finales, Finale.	
Mon roi peut plus bouger mais il est pas en échec, c'est quoi ?	"Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité.  
- 5.2.1. La partie est nulle lorsque le joueur ou la joueuse au trait ne dispose d'aucun coup légal et que son roi n'est pas en échec. On dit alors que la partie se termine par le ""pat"". Cela met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.2. La partie est nulle lorsque survient une position dans laquelle aucun des deux adversaires ne peut mettre échec et mat le roi adverse par une suite de coups légaux. On dit alors que la partie se termine sur une ""position morte"". Ceci met immédiatement fin à la partie, à condition que le coup amenant cette position soit légal et en accord avec l'Article 3 et les Articles 4.2 à 4.7.
- 5.2.3. La partie est nulle en cas d'accord mutuel entre les deux adversaires au cours de la partie, sous réserve que chaque joueur ou joueuse ait joué au moins un coup. Ceci met immédiatement fin à la partie.  
Cette règle n'est applicable que si l'article 9.1.1 (ne pas accepter une partie nulle par accord mutuel avant un nombre déterminé de coups) n'est pas utilisé."	"## Article 5  
- La fin de la partie
- 5.1.1. La partie est gagnée par le joueur ou la joueuse qui a mis échec et mat le roi adverse. Ceci met immédiatement fin à la partie, à condition que le coup donnant échec et mat soit conforme à l'Article 3 et aux Articles 4.2 à 4.7.
- 5.1.2. La partie est perdue par le joueur ou la joueuse qui déclare abandonner (cela met immédiatement fin à la partie), excepté si la position est telle que son roi ne peut pas être mis échec et mat par aucune suite de coups légaux de son adversaire. Dans ce cas, le résultat de la partie est un match nul.  
Un joueur ou une joueuse peut abandonner de plusieurs façons :  
- en arrêtant la pendule,
- en annonçant son abandon,
- en couchant son roi,
- en tendant la main à son adversaire,
- -en signant sa feuille de partie, etc ...  
Toutes ces possibilités peuvent être mal interprétées et la situation doit être clarifiée (NdT : par l'arbitre). À la fin d'une partie, l'arbitre doit s'assurer que les deux feuilles affichent le même résultat.  
Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité."
Quel Elo minimum pour qualification d'office jeunes ?	"## 4.2.1. Contenu du stage de formation continue  
Les sujets suivants sont traités dans le stage de formation continue :  
- a) Les derniers règlements de l'arbitrage, les Règles, la Qualification, les Appariements, le Fair -Play et les Commissions Techniques.
- b) Questions et réponses des participants
- c) En option : familiarisation avec les équipements modernes liés au jeu d'échecs (incluant les pendules d'échecs, les échiquiers électroniques et les dispositifs anti -triche)"	
Qu'est-ce que le contrat de délégation FFE ?	"## Article 15 Irrégularités  
- 15.1. Chaque joueur et chaque joueuse peut demander l'assistance d'un arbitre. Si un joueur ou une joueuse appelle l'arbitre pour demander son assistance, l'arbitre détermine si cette personne avait une raison valable de le faire. Si elle n'a pas de raison valable, elle peut être pénalisée en accord avec l'Article 10.9.
- 15.2. Si une partie a débuté avec des couleurs inversées et que les deux adversaires ont joué moins de dix coups, alors la partie est interrompue et une nouvelle partie est jouée avec les couleurs correctes. Après dix coups ou plus, la partie doit continuer.
- 15.3. Si une partie n'est pas déclarée automatiquement nulle alors qu'une des situations décrites dans l'article 5.4 (situations de nulles automatiques) est survenue, l'arbitre doit déclarer la partie nulle.
- 15.4. Si une plateforme de jeu déclare automatiquement une partie nulle en contradiction avec l'article 4.5 (existence de possibilités de mat), l'arbitre a autorité pour modifier le résultat automatique.
- 15.5. Si pendant une partie, il est constaté que le réglage d'une ou des deux pendules est incorrect, l'arbitre d oit ajuster immédiatement les pendules. L'arbitre d oit réaliser le réglage correct et ajuster les temps, si nécessaire. L'arbitre doit faire preuve du plus grand discernement pour déterminer le réglage des pendules.
- 15.6. S'il est nécessaire d'interrompre la partie pour une quelconque raison, l'arbitre met la pendule en pause si c'est possible. Si ce n'est pas possible, l'arbitre p eut ajouter du temps supplémentaire à un ou aux deux adversaires."	
Comment fonctionne la Coupe de la parité ?	"## 16.1. Les devoirs de l'arbitre  
- Respecter et faire respecter les règles et les règlements
- Jouer un rôle pédagogique lorsque cela est nécessaire
- Composer, le cas échéant, en accord avec l'organisateur, un Jury d'Appel (nombre impair de personnes, faire figurer dans cette liste à la fois des titulaires et des suppléants) habilité à examiner les appels des joueurs et joueuses en cours de tournoi, convoquer cette commission lorsque l'appel est recevable
- Officier avec calme, dans un esprit de modération, d'ouverture et de conciliation, conformément à ce que préconise la F.I.D.E.
- Jouer un rôle de conseiller technique avant le tournoi (par exemple : rédaction du règlement intérieur en collaboration avec l'organisateur)
- Veiller au confort matériel et moral des joueurs en signalant à l'organisateur toute anomalie susceptible de perturber les compétiteurs, et l'aider à trouver des solutions appropriées, veiller à ce que la liste des prix soit affichée dès la première moitié du tournoi, s'assurer du bon affichage des informations techniques obligatoires : liste des joueurs par Elo décroissant, appariements, classement général et grille américaine ronde après ronde, règlement intérieur du tournoi, composition du Jury d'Appel
- Autoriser la pratique du « bye » dans les tournois au système suisse homologués par la F.F.E. uniquement lorsque la procédure est clairement décrite dans l'annonce du tournoi et le règlement intérieur.
- Refuser de « diriger » les appariements, ne pas céder face aux pressions de joueurs désirant réaliser une norme ou une performance et sollicitant à cette fin une transgression des règlements, ne procéder à aucune protection de familles ou de clubs transgressant le texte F.I.D.E. C04"	
Quel est le rôle principal de l'arbitre aux échecs ?	"## Article 12 Le rôle de l'Arbitre (voir Préambule)  
- 12.1. L'arbitre s'assure de l'observation des Règles du Jeu d'Échecs.  
L'arbitre doit être présent/présente et surveiller les parties. En cas d'infraction, il/elle intervient, il/elle ne doit pas attendre la demande de l'adversaire. Exemple : un joueur ou une joueuse touche volontairement une pièce et en joue une autre. L'arbitre doit l'obliger à jouer la pièce touchée, s'il existe un coup légal."	"## Article 12 Le rôle de l'Arbitre (voir Préambule)  
- 12.1. L'arbitre s'assure de l'observation des Règles du Jeu d'Échecs.  
L'arbitre doit être présent/présente et surveiller les parties. En cas d'infraction, il/elle intervient, il/elle ne doit pas attendre la demande de l'adversaire. Exemple : un joueur ou une joueuse touche volontairement une pièce et en joue une autre. L'arbitre doit l'obliger à jouer la pièce touchée, s'il existe un coup légal."
Comment fonctionne la phase zone interdépartementale jeunes ?	"| Phase finale de la Coupe de la Parité | 2 jours | 100€ | 50€ |
| Phase finale des championnats de France scolaires (écoles + collèges) | 3 jours | 100€ | 75€ |
| Championnat de France Universitaire | 2 jours | 85€ | 50€ |
| Championnat de France Rapide Féminin (Trophée Roza LALLEMAND) | 2 jours | 85€ | 50€ |"	
Quand l'arbitre doit-il intervenir pendant une partie ?	"Si un spectateur ou une spectatrice voit un drapeau tomber ou toute autre infraction, il/elle doit en informer l'arbitre. Il ne doit pas intervenir dans la partie en l'annonçant .  
- 12.8. A moins d'y être autorisé par l'arbitre, il est interdit à quiconque d'utiliser un téléphone mobile ou tout type d'appareil de communication sur le lieu de la compétition ainsi que dans toutes zones contiguës désignées par l'arbitre.  
En général, personne n'est autorisé à utiliser son téléphone portable sur le lieu de la compétition ou dans les zones adjacentes pendant les parties.  
- 12.9. Les options à disposition de l'arbitre pour sanctionner sont :
- 12.9.1. l 'avertissement ,
- 12.9.2. l 'augmentation du temps restant à l'adversaire ,
- 12.9.3. la diminution du temps restant à la personne fautive,
- 12.9.4. l 'augmentation des points marqués par l'adversaire dans la partie jusqu'au maximum prévu pour cette partie,
- 12.9.5. la diminution des points marqués dans la partie par la personne fautive,  
- 12.9.6. la déclaration de la partie perdue par la personne fautive (l'arbitre décide aussi du score de l'adversaire)
- 12.9.7. u ne amende définie à l'avance ,
- 12.9.8. l 'exclusion pour une ou plusieurs rondes ,
- 12.9.9. l 'ex clusion de la compétition."	"Si un spectateur ou une spectatrice voit un drapeau tomber ou toute autre infraction, il/elle doit en informer l'arbitre. Il ne doit pas intervenir dans la partie en l'annonçant .  
- 12.8. A moins d'y être autorisé par l'arbitre, il est interdit à quiconque d'utiliser un téléphone mobile ou tout type d'appareil de communication sur le lieu de la compétition ainsi que dans toutes zones contiguës désignées par l'arbitre.  
En général, personne n'est autorisé à utiliser son téléphone portable sur le lieu de la compétition ou dans les zones adjacentes pendant les parties.  
- 12.9. Les options à disposition de l'arbitre pour sanctionner sont :
- 12.9.1. l 'avertissement ,
- 12.9.2. l 'augmentation du temps restant à l'adversaire ,
- 12.9.3. la diminution du temps restant à la personne fautive,
- 12.9.4. l 'augmentation des points marqués par l'adversaire dans la partie jusqu'au maximum prévu pour cette partie,
- 12.9.5. la diminution des points marqués dans la partie par la personne fautive,  
- 12.9.6. la déclaration de la partie perdue par la personne fautive (l'arbitre décide aussi du score de l'adversaire)
- 12.9.7. u ne amende définie à l'avance ,
- 12.9.8. l 'exclusion pour une ou plusieurs rondes ,
- 12.9.9. l 'ex clusion de la compétition."
Peut-on demander un interprète en audience disciplinaire ?	"Si elle ne parle pas ou ne comprend pas suffisamment la langue française, elle peut demander à être assistée d'un interprète de son choix à ses frais ou d'un interprète choisi par la Fédération Française des Echecs ou ses organes déconcentrés aux frais de ceux-ci.  
Le délai de dix jours mentionné au premier alinéa peut être réduit en cas d'urgence, de circonstances tenant au bon déroulement des compétitions sportives ou de circonstances exceptionnelles par décision du président de l'organe disciplinaire, à son initiative ou à la demande de la personne chargée de l'instruction ou de la personne poursuivie. En ce cas, la faculté de demander l'audition de personnes s'exerce sans condition de délai."	"Si elle ne parle pas ou ne comprend pas suffisamment la langue française, elle peut demander à être assistée d'un interprète de son choix à ses frais ou d'un interprète choisi par la Fédération Française des Echecs ou ses organes déconcentrés aux frais de ceux-ci.  
Le délai de dix jours mentionné au premier alinéa peut être réduit en cas d'urgence, de circonstances tenant au bon déroulement des compétitions sportives ou de circonstances exceptionnelles par décision du président de l'organe disciplinaire, à son initiative ou à la demande de la personne chargée de l'instruction ou de la personne poursuivie. En ce cas, la faculté de demander l'audition de personnes s'exerce sans condition de délai."
Quelles sont les cadences du Ch. Féminin rapide ?	"## 1.2. Déroulement de la compétition  
Elle se déroule en deux phases : une phase zone interdépartementale (ZID) et une finale.  
La première phase est organisée sous le contrôle de la Ligue. Elle est ouverte aux joueuses licenciées dans chacune des zones interdépartementales de cette Ligue.  
Se qualifient pour la phase finale :  
- 1 joueuse pour 1 à 10 participantes ;
- 2 joueuses pour 11 à 20 participantes
- 3 joueuses pour 21 à 30 participantes ;
- 4 joueuses pour 31 à 40 participantes ;
- 5 joueuses pour 41 à 60 participantes ;
- 6 joueuses pour 61 à 100 participantes ;
- 7 joueuses pour plus de 100 participantes.  
Des repêchages parmi les participantes de la phase ZID pourront être éventuellement opérés pour la phase finale.  
Sont qualifiées directement pour la phase finale :  
- La championne et la vice-championne de l'année précédente ;
- Les premières de chacune des catégories de U8F à U20F de l'édition précédente ;
- Une joueuse sélectionnée par le club organisateur ;
- Les joueuses françaises titrées GM, MI, GMF ou MIF ;
- Les deux premières classées dans chacune des catégories féminines du championnat de France Jeunes de la saison en cours. Si elles sont déjà qualifiées, les places reviennent aux suivantes ;
- Une joueuse par ZID choisie par la Ligue, sans obligation d'avoir participé aux phases de qualification."	"## 1.2. Déroulement de la compétition  
Elle se déroule en deux phases : une phase zone interdépartementale (ZID) et une finale.  
La première phase est organisée sous le contrôle de la Ligue. Elle est ouverte aux joueuses licenciées dans chacune des zones interdépartementales de cette Ligue.  
Se qualifient pour la phase finale :  
- 1 joueuse pour 1 à 10 participantes ;
- 2 joueuses pour 11 à 20 participantes
- 3 joueuses pour 21 à 30 participantes ;
- 4 joueuses pour 31 à 40 participantes ;
- 5 joueuses pour 41 à 60 participantes ;
- 6 joueuses pour 61 à 100 participantes ;
- 7 joueuses pour plus de 100 participantes.  
Des repêchages parmi les participantes de la phase ZID pourront être éventuellement opérés pour la phase finale.  
Sont qualifiées directement pour la phase finale :  
- La championne et la vice-championne de l'année précédente ;
- Les premières de chacune des catégories de U8F à U20F de l'édition précédente ;
- Une joueuse sélectionnée par le club organisateur ;
- Les joueuses françaises titrées GM, MI, GMF ou MIF ;
- Les deux premières classées dans chacune des catégories féminines du championnat de France Jeunes de la saison en cours. Si elles sont déjà qualifiées, les places reviennent aux suivantes ;
- Une joueuse par ZID choisie par la Ligue, sans obligation d'avoir participé aux phases de qualification."
Quand peut-on réclamer la nulle par répétition de position ?	"| Porteurs de titres | 6 | 6 | 6 | 6 |
| Nb max. d'une seule fédération | 7 | 7 | 7 | 7 |
| Nb max. de sa fédération | 6 | 6 | 6 | 6 |
| 9 | 2380-2388 | 2230-2238 | 2180-2188 | 2030-2038 |
| 81⁄2 | 2389-2424 | 2239-2274 | 2189-2224 | 2039-2074 |
| 8 | 2425-2466 | 2275-2316 | 2225-2266 | 2075-2116 |
| 71⁄2 | 2467-2497 | 2317-2347 | 2267-2297 | 2117-2147 |
| 7 | 2498-2534 | 2348-2384 | 2298-2334 | 2148-2184 |
| 61⁄2 | 2535-2563 | 2385-2413 | 2335-2363 | 2185-2213 |"	
Comment fonctionne le Championnat de France des Clubs ?	"## 1.3 Engagements  
Dès la fin du championnat (hormis TOP 16), la FFE publie un calendrier de l'intersaison. Ce calendrier indique la procédure d'inscription que les clubs devront suivre pour participer à la saison suivante. Sous peine de noninscription au championnat, les droits d'inscription doivent être réglés avant la date limite fixée par la FFE.  
Les clubs de N1, N2 et N3 doivent mettre gratuitement à disposition dans leur ville une salle permettant de bonnes conditions de jeu pour les matchs qui y seraient fixés, en désignant la personne chargée de l'organisation.  
L'inscription en Coupe de France est obligatoire pour les clubs du Top 16 et N1.  
Les clubs du Top 16 doivent avoir une équipe engagée en Interclubs Jeunes et une équipe féminine engagée en Championnat de France Féminin des Clubs. Ces équipes devront jouer au complet au minimum la moitié des matchs prévus dans le calendrier de la division concernée. Tout club en infraction sera interdit de jouer en Top 16 et N1 la saison suivante.  
Les clubs de N1 doivent avoir une équipe engagée en Interclubs Jeunes ou une équipe féminine engagée en Championnat de France Féminin des Clubs. Cette équipe devra jouer au complet au minimum la moitié des matchs prévus dans le calendrier de la division concernée. Tout club en infraction sera interdit de jouer en Top 16 et N1 la saison suivante.  
Cette équipe ne doit pas être issue d'une entente telle que définie à l'article 11 des Règles Générales."	"En N4, des modifications mineures au règlement peuvent être apportées par les Ligues, à condition d'avoir été soumises à la CTF et approuvées.  
Le nombre d'accessions en N3 accordées aux Ligues est calculé en septembre des années impaires et est effectif pour 2 saisons à partir de septembre de l'année suivante (ex. : le nombre d'accessions calculé en septembre 2023 est appliqué pour les saisons 2024-2025 et 2025-2026). Il est déterminé par la CTF en fonction du nombre de licenciés A au 31 août des années impaires à partir des catégories U14F, U14M et plus âgés, et calculé à la proportionnelle au plus fort reste. Chaque Ligue a au moins une accession. En cas de nombre de places disponibles supplémentaires en N3, la CTF pourra accorder aux Ligues les mieux classées et pour la période de 2 saisons, une accession supplémentaire. Si une Ligue a plus de groupes que d'accessions accordées, la Ligue doit organiser des matchs de barrage entre les vainqueurs des groupes."
Comment réclamer le gain au temps (drapeau) ?	"Autrement, une horloge doit être accrochée au mur à l'intérieur du lieu de la compétition et indiquer l'heure officielle du tournoi.  
Si le délai de forfait n'est pas 0(zéro), il est conseillé que l'arbitre annonce publiquement l'heure du début de la ronde et qu'il/elle note l'heure de départ. Si le délai de forfait est par exemple de 30 minutes et que la ronde devait commencer à 15h00, mais a effectivement commencé à 15h15, les joueurs et joueuses ne perdent par forfait qu'à 15h45.  
- 6.8. On considère qu'un drapeau est tombé quand l'arbitre constate le fait ou que l'un ou l'autre des deux adversaires a fait une réclamation valide à ce sujet.  
Un drapeau est considéré comme tombé quand le fait est noté ou demandé, pas quand il est effectivement tombé. Si un résultat est atteint avant que l'on remarque la chute du drapeau alors ce résultat est conservé. L'arbitre doit annoncer la chute du drapeau dès qu'il/elle le remarque.  
6.9. En dehors de l'application de l'un des articles 5.1.1, 5.1.2, 5.2.1, 5.2.2 ou 5.2.3, si un joueur ou une joueuse n'a pas achevé le nombre de coups prescrits dans le temps imparti, la partie est perdue par ce joueur ou cette joueuse. Toutefois, la partie est déclarée nulle, si la position est telle que son adversaire ne peut mater son roi par aucune suite de coups légaux."	"Dans les tournois avec peu d 'échiquiers, où il y a assez d'arbitres pour le faire, les pendules p euvent être mises en marche par les arbitres.  
Dans les tournois avec beaucoup d 'échiquiers , l'arbitre annonce le début de la ronde et déclare que la pendule des blancs est lancée. L'arbitre fait ensuite le tour de la salle pour vérifier que la pendule des blancs a été déclenchée pour tous les échiquiers.  
Lorsque le compteur de coups est utilisé pour ajouter du temps après le premier contrôle de temps (souvent 40 coups), il est souhaitable que les arbitres démarrent toutes les pendules pour les Blancs.  
Dans les grands tournois où le compteur de coups est utilisé, l'arbitre en chef doit décider si la durée nécessaire pour démarrer toutes les pendules justifie que cela soit fait par les arbitres plutôt que par les joueurs et joueuses. Si les joueurs et joueuses démarrent les pendules, lorsque les arbitres vérifient que les pendules ont été démarrées, ils doivent également s'assurer que la pendule indique correctement de quel côté sont les blancs."
Quand la partie est-elle nulle sur demande ?	"La vérification d'une réclamation de nulle se fait en présence des deux adversaires. Il vaut mieux reconstituer toute la partie sans se fier uniquement aux feuilles de parties. On peut utiliser l'ordinateur si les parties sont retransmises.  
- 9.3. La partie est nulle, sur une demande correcte du joueur/de la joueuse ayant le trait, si :
- 9.3.1. il/elle indique son coup, qui ne peut être changé, en l'écrivant sur sa feuille de partie en papier ou en le notant sur sa feuille de partie électronique et déclare à l'arbitre son intention de jouer ce coup ayant pour conséquence que les 50 derniers coups ont été joués par chacun des deux adversaires sans mouvement de pion ni aucune prise, ou
- 9.3.2. les 50 derniers coups ont été achevés par chacun des deux adversaires sans mouvement de pion ni aucune prise."	"La vérification d'une réclamation de nulle se fait en présence des deux adversaires. Il vaut mieux reconstituer toute la partie sans se fier uniquement aux feuilles de parties. On peut utiliser l'ordinateur si les parties sont retransmises.  
- 9.3. La partie est nulle, sur une demande correcte du joueur/de la joueuse ayant le trait, si :
- 9.3.1. il/elle indique son coup, qui ne peut être changé, en l'écrivant sur sa feuille de partie en papier ou en le notant sur sa feuille de partie électronique et déclare à l'arbitre son intention de jouer ce coup ayant pour conséquence que les 50 derniers coups ont été joués par chacun des deux adversaires sans mouvement de pion ni aucune prise, ou
- 9.3.2. les 50 derniers coups ont été achevés par chacun des deux adversaires sans mouvement de pion ni aucune prise."
Quand peut-on arrêter de noter sa partie ?	"- 8.3. Les feuilles de partie sont la propriété de l'organisateur ou l' organisatrice de la compétition. Une feuille de partie électronique présentant un défaut évident sera remplacée par l'arbitre.  
Un joueur ou une joueuse ne doit pas garder l'original de sa feuille de partie, sauf si le règlement de la compétition en décide autrement. Elle appartient à l'organisateur ou à l'organisatrice . Il/Elle doit la donner à l'arbitre dès la fin de la partie et il/elle peut garder la copie (s'il y en a une).  
- 8.4. Si un joueur ou une joueuse dispose de moins de cinq minutes à sa pendule au cours d'une période de jeu donnée et ne bénéficie pas d'un temps additionnel de 30 secondes ou plus à chaque coup, alors pour le reste de la période il/elle n'est pas dans l'obligation de respecter les exigences de l'Article 8.1.1."	"- 8.1.4. La feuille de partie n 'est utilisée que pour enregistrer les coups, les temps des pendules, les propositions de nulle, les faits relatifs à une réclamation et les autres informations s'y rapportant.
- 8.1.5. Les deux adversaires doivent consigner les propositions de nulle sur la feuille de partie par un symbole (=).
- 8.1.6. Si un joueur ou une joueuse est dans l'incapacité de noter les coups, il/elle peut fournir un assistant ou une assistante, ayant l'agrément de l'arbitre, pour enregistrer les coups. Sa pendule est ajustée par l'arbitre d'une manière équitable. Cet ajustement de la pendule ne doit pas s'appliquer à une personne en situation de handicap.
- 8.2. La feuille de partie doit être visible par l'arbitre pendant toute la partie.  
La feuille de partie n'a pas à être visible par l'adversaire (sauf lorsque l'adversaire en a besoin pour mettre à jour sa propre feuille, par exemple pour satisfaire au 8.5.2) mais l'arbitre doit pouvoir la voir et, surtout, combien de coups ont été enregistrés. Il est acceptable qu'un joueur ou une joueuse ait un stylo sur sa feuille de partie mais cela ne doit pas masquer à l'arbitre le dernier coup.  
- 8.3. Les feuilles de partie sont la propriété de l'organisateur ou l' organisatrice de la compétition. Une feuille de partie électronique présentant un défaut évident sera remplacée par l'arbitre."
Quelle est la fréquence minimale des mises à jour du classement Elo Standard FIDE depuis 2025 ?	"## 2.2.2. Article 7.5.5 adapté sur les coups illégaux en cadence rapide :  
Pour les compétitions scolaires ainsi que pour les catégories U8, U8F, U10 et U10F des qualifications départementales et régionales du championnat de France Jeunes, organisées en France et prises en compte uniquement pour le Elo rapide National, la partie sera perdue après le 3e coup illégal achevé. Dans le cas d'un rapide homologué FIDE, c'est la règle de la FIDE qui s'applique, à savoir, perte après le 2e coup illégal achevé. Les clubs ou organes fédéraux organisateurs de tournois à cadence rapide non homologués FIDE, peuvent adopter cette exception à condition que cela soit précisé dans le règlement intérieur du tournoi."	
Comment abandonner une partie aux échecs ?	"## Article 5  
- La fin de la partie
- 5.1.1. La partie est gagnée par le joueur ou la joueuse qui a mis échec et mat le roi adverse. Ceci met immédiatement fin à la partie, à condition que le coup donnant échec et mat soit conforme à l'Article 3 et aux Articles 4.2 à 4.7.
- 5.1.2. La partie est perdue par le joueur ou la joueuse qui déclare abandonner (cela met immédiatement fin à la partie), excepté si la position est telle que son roi ne peut pas être mis échec et mat par aucune suite de coups légaux de son adversaire. Dans ce cas, le résultat de la partie est un match nul.  
Un joueur ou une joueuse peut abandonner de plusieurs façons :  
- en arrêtant la pendule,
- en annonçant son abandon,
- en couchant son roi,
- en tendant la main à son adversaire,
- -en signant sa feuille de partie, etc ...  
Toutes ces possibilités peuvent être mal interprétées et la situation doit être clarifiée (NdT : par l'arbitre). À la fin d'une partie, l'arbitre doit s'assurer que les deux feuilles affichent le même résultat.  
Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité."	"## Article 5  
- La fin de la partie
- 5.1.1. La partie est gagnée par le joueur ou la joueuse qui a mis échec et mat le roi adverse. Ceci met immédiatement fin à la partie, à condition que le coup donnant échec et mat soit conforme à l'Article 3 et aux Articles 4.2 à 4.7.
- 5.1.2. La partie est perdue par le joueur ou la joueuse qui déclare abandonner (cela met immédiatement fin à la partie), excepté si la position est telle que son roi ne peut pas être mis échec et mat par aucune suite de coups légaux de son adversaire. Dans ce cas, le résultat de la partie est un match nul.  
Un joueur ou une joueuse peut abandonner de plusieurs façons :  
- en arrêtant la pendule,
- en annonçant son abandon,
- en couchant son roi,
- en tendant la main à son adversaire,
- -en signant sa feuille de partie, etc ...  
Toutes ces possibilités peuvent être mal interprétées et la situation doit être clarifiée (NdT : par l'arbitre). À la fin d'une partie, l'arbitre doit s'assurer que les deux feuilles affichent le même résultat.  
Un joueur ou une joueuse qui quitte une partie sans abandonner ni prévenir l'arbitre fait ainsi preuve de discourtoisie. L 'Arbitre en chef peut lui infliger une sanction pour manque de sportivité."
